time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
09:35:00	34500	94	77	0	647	94	77	0	647
09:40:00	34800	80	80	0	647	80	80	0	647
09:45:00	35100	83	83	0	647	83	83	0	647
09:50:00	35400	110	73	0	684	110	73	0	684
09:55:00	35700	88	76	0	696	88	76	0	696
10:00:00	36000	86	78	0	704	86	78	0	704
10:05:00	36300	99	77	0	726	99	77	0	726
10:10:00	36600	83	75	0	734	83	75	0	734
10:15:00	36900	82	79	0	737	82	79	0	737
10:20:00	37200	98	78	0	757	98	78	0	757
10:25:00	37500	90	81	0	766	90	81	0	766
10:30:00	37800	90	78	0	778	90	78	0	778
10:35:00	38100	81	79	0	780	81	79	0	780
10:40:00	38400	92	82	0	790	92	82	0	790
10:45:00	38700	101	75	0	816	101	75	0	816
10:50:00	39000	83	80	0	819	83	80	0	819
10:55:00	39300	70	75	0	814	70	75	0	814
11:00:00	39600	83	80	0	817	83	80	0	817
11:05:00	39900	91	78	0	830	91	78	0	830
11:10:00	40200	83	77	0	836	83	77	0	836
11:15:00	40500	74	78	0	832	74	78	0	832
11:20:00	40800	87	76	0	843	87	76	0	843
11:25:00	41100	99	77	0	865	99	77	0	865
11:30:00	41400	95	79	0	881	95	79	0	881
11:35:00	41700	74	82	0	873	74	82	0	873
11:40:00	42000	97	78	0	892	97	78	0	892
11:45:00	42300	90	78	0	904	90	78	0	904
11:50:00	42600	92	77	0	919	92	77	0	919
11:55:00	42900	89	76	0	932	89	76	0	932
12:00:00	43200	119	76	0	975	119	76	0	975
12:05:00	43500	99	79	0	995	99	79	0	995
12:10:00	43800	112	75	0	1032	112	75	0	1032
12:15:00	44100	90	81	0	1041	90	81	0	1041
12:20:00	44400	83	73	0	1051	83	73	0	1051
12:25:00	44700	88	68	0	1071	88	68	0	1071
12:30:00	45000	84	79	0	1076	84	79	0	1076
12:35:00	45300	87	69	0	1094	87	69	0	1094
12:40:00	45600	75	75	0	1094	75	75	0	1094
12:45:00	45900	81	69	0	1106	81	69	0	1106
12:50:00	46200	81	71	0	1116	81	71	0	1116
12:55:00	46500	84	71	0	1129	84	71	0	1129
13:00:00	46800	89	77	0	1141	89	77	0	1141
13:05:00	47100	79	73	0	1147	79	73	0	1147
13:10:00	47400	90	72	0	1165	90	72	0	1165
13:15:00	47700	87	75	0	1177	87	75	0	1177
13:20:00	48000	86	78	0	1185	86	78	0	1185
13:25:00	48300	91	79	0	1197	91	79	0	1197
13:30:00	48600	92	84	0	1205	92	84	0	1205
13:35:00	48900	111	69	0	1247	111	69	0	1247
13:40:00	49200	92	82	0	1257	92	82	0	1257
13:45:00	49500	88	77	0	1268	88	77	0	1268
13:50:00	49800	97	75	0	1290	97	75	0	1290
13:55:00	50100	95	81	0	1304	95	81	0	1304
14:00:00	50400	111	82	0	1333	111	82	0	1333
14:05:00	50700	90	79	0	1344	90	79	0	1344
14:10:00	51000	80	76	0	1348	80	76	0	1348
14:15:00	51300	90	76	0	1362	90	76	0	1362
14:20:00	51600	103	78	0	1387	103	78	0	1387
14:25:00	51900	94	78	0	1403	94	78	0	1403
14:30:00	52200	96	79	0	1420	96	79	0	1420
14:35:00	52500	93	77	0	1436	93	77	0	1436
14:40:00	52800	105	81	0	1460	105	81	0	1460
14:45:00	53100	95	78	0	1477	95	78	0	1477
14:50:00	53400	106	77	0	1506	106	77	0	1506
14:55:00	53700	84	80	0	1510	84	80	0	1510
15:00:00	54000	93	81	0	1522	93	81	0	1522
15:05:00	54300	99	80	0	1541	99	80	0	1541
15:10:00	54600	84	75	0	1550	84	75	0	1550
15:15:00	54900	81	78	0	1553	81	78	0	1553
15:20:00	55200	92	80	0	1565	92	80	0	1565
15:25:00	55500	88	76	0	1577	88	76	0	1577
15:30:00	55800	83	79	0	1581	83	79	0	1581
15:35:00	56100	102	81	0	1602	102	81	0	1602
15:40:00	56400	83	77	0	1608	83	77	0	1608
15:45:00	56700	97	78	0	1627	97	78	0	1627
15:50:00	57000	83	76	0	1634	83	76	0	1634
15:55:00	57300	94	75	0	1653	94	75	0	1653
16:00:00	57600	86	79	0	1660	86	79	0	1660
16:05:00	57900	87	78	0	1669	87	78	0	1669
16:10:00	58200	102	76	0	1695	102	76	0	1695
16:15:00	58500	89	77	0	1707	89	77	0	1707
16:20:00	58800	95	79	0	1723	95	79	0	1723
16:25:00	59100	94	78	0	1739	94	78	0	1739
16:30:00	59400	97	80	0	1756	97	80	0	1756
16:35:00	59700	79	78	0	1757	79	78	0	1757
16:40:00	60000	97	81	0	1773	97	81	0	1773
16:45:00	60300	78	80	0	1771	78	80	0	1771
16:50:00	60600	79	79	0	1771	79	79	0	1771
16:55:00	60900	95	79	0	1787	95	79	0	1787
17:00:00	61200	96	73	0	1810	96	73	0	1810
17:05:00	61500	91	81	0	1820	91	81	0	1820
17:10:00	61800	96	82	0	1834	96	82	0	1834
17:15:00	62100	85	74	0	1845	85	74	0	1845
17:20:00	62400	88	72	0	1861	88	72	0	1861
17:25:00	62700	94	79	0	1876	94	79	0	1876
17:30:00	63000	103	77	0	1902	103	77	0	1902
17:35:00	63300	84	68	0	1918	84	68	0	1918
17:40:00	63600	95	73	0	1940	95	73	0	1940
17:45:00	63900	78	76	0	1942	78	76	0	1942
17:50:00	64200	81	74	0	1949	81	74	0	1949
17:55:00	64500	100	79	0	1970	100	79	0	1970
18:00:00	64800	1	122	0	1849	1	122	0	1849
18:05:00	65100	0	98	0	1751	0	98	0	1751
18:10:00	65400	0	102	0	1649	0	102	0	1649
18:15:00	65700	0	98	0	1551	0	98	0	1551
18:20:00	66000	0	101	0	1450	0	101	0	1450
18:25:00	66300	0	100	0	1350	0	100	0	1350
18:30:00	66600	0	99	0	1251	0	99	0	1251
18:35:00	66900	0	100	0	1151	0	100	0	1151
18:40:00	67200	0	100	0	1051	0	100	0	1051
18:45:00	67500	0	100	0	951	0	100	0	951
18:50:00	67800	0	100	0	851	0	100	0	851
18:55:00	68100	0	101	0	750	0	101	0	750
19:00:00	68400	0	99	0	651	0	99	0	651
19:05:00	68700	0	101	0	550	0	101	0	550
19:10:00	69000	0	100	0	450	0	100	0	450
19:15:00	69300	0	100	0	350	0	100	0	350
19:20:00	69600	0	100	0	250	0	100	0	250
19:25:00	69900	0	59	0	191	0	59	0	191
19:30:00	70200	0	51	0	140	0	51	0	140
19:35:00	70500	0	49	0	91	0	49	0	91
19:40:00	70800	0	51	0	40	0	51	0	40
19:45:00	71100	0	40	0	0	0	40	0	0
19:50:00	71400	0	0	0	0	0	0	0	0
19:55:00	71700	0	0	0	0	0	0	0	0
20:00:00	72000	0	0	0	0	0	0	0	0
20:05:00	72300	0	0	0	0	0	0	0	0
20:10:00	72600	0	0	0	0	0	0	0	0
20:15:00	72900	0	0	0	0	0	0	0	0
20:20:00	73200	0	0	0	0	0	0	0	0
20:25:00	73500	0	0	0	0	0	0	0	0
20:30:00	73800	0	0	0	0	0	0	0	0
20:35:00	74100	0	0	0	0	0	0	0	0
20:40:00	74400	0	0	0	0	0	0	0	0
20:45:00	74700	0	0	0	0	0	0	0	0
20:50:00	75000	0	0	0	0	0	0	0	0
20:55:00	75300	0	0	0	0	0	0	0	0
21:00:00	75600	0	0	0	0	0	0	0	0
21:05:00	75900	0	0	0	0	0	0	0	0
21:10:00	76200	0	0	0	0	0	0	0	0
21:15:00	76500	0	0	0	0	0	0	0	0
21:20:00	76800	0	0	0	0	0	0	0	0
21:25:00	77100	0	0	0	0	0	0	0	0
21:30:00	77400	0	0	0	0	0	0	0	0
21:35:00	77700	0	0	0	0	0	0	0	0
21:40:00	78000	0	0	0	0	0	0	0	0
21:45:00	78300	0	0	0	0	0	0	0	0
21:50:00	78600	0	0	0	0	0	0	0	0
21:55:00	78900	0	0	0	0	0	0	0	0
22:00:00	79200	0	0	0	0	0	0	0	0
22:05:00	79500	0	0	0	0	0	0	0	0
22:10:00	79800	0	0	0	0	0	0	0	0
22:15:00	80100	0	0	0	0	0	0	0	0
22:20:00	80400	0	0	0	0	0	0	0	0
22:25:00	80700	0	0	0	0	0	0	0	0
22:30:00	81000	0	0	0	0	0	0	0	0
22:35:00	81300	0	0	0	0	0	0	0	0
22:40:00	81600	0	0	0	0	0	0	0	0
22:45:00	81900	0	0	0	0	0	0	0	0
22:50:00	82200	0	0	0	0	0	0	0	0
22:55:00	82500	0	0	0	0	0	0	0	0
23:00:00	82800	0	0	0	0	0	0	0	0
23:05:00	83100	0	0	0	0	0	0	0	0
23:10:00	83400	0	0	0	0	0	0	0	0
23:15:00	83700	0	0	0	0	0	0	0	0
23:20:00	84000	0	0	0	0	0	0	0	0
23:25:00	84300	0	0	0	0	0	0	0	0
23:30:00	84600	0	0	0	0	0	0	0	0
23:35:00	84900	0	0	0	0	0	0	0	0
23:40:00	85200	0	0	0	0	0	0	0	0
23:45:00	85500	0	0	0	0	0	0	0	0
23:50:00	85800	0	0	0	0	0	0	0	0
23:55:00	86100	0	0	0	0	0	0	0	0
24:00:00	86400	0	0	0	0	0	0	0	0
24:05:00	86700	0	0	0	0	0	0	0	0
24:10:00	87000	0	0	0	0	0	0	0	0
24:15:00	87300	0	0	0	0	0	0	0	0
24:20:00	87600	0	0	0	0	0	0	0	0
24:25:00	87900	0	0	0	0	0	0	0	0
24:30:00	88200	0	0	0	0	0	0	0	0
24:35:00	88500	0	0	0	0	0	0	0	0
24:40:00	88800	0	0	0	0	0	0	0	0
24:45:00	89100	0	0	0	0	0	0	0	0
24:50:00	89400	0	0	0	0	0	0	0	0
24:55:00	89700	0	0	0	0	0	0	0	0
25:00:00	90000	0	0	0	0	0	0	0	0
25:05:00	90300	0	0	0	0	0	0	0	0
25:10:00	90600	0	0	0	0	0	0	0	0
25:15:00	90900	0	0	0	0	0	0	0	0
25:20:00	91200	0	0	0	0	0	0	0	0
25:25:00	91500	0	0	0	0	0	0	0	0
25:30:00	91800	0	0	0	0	0	0	0	0
25:35:00	92100	0	0	0	0	0	0	0	0
25:40:00	92400	0	0	0	0	0	0	0	0
25:45:00	92700	0	0	0	0	0	0	0	0
25:50:00	93000	0	0	0	0	0	0	0	0
25:55:00	93300	0	0	0	0	0	0	0	0
26:00:00	93600	0	0	0	0	0	0	0	0
26:05:00	93900	0	0	0	0	0	0	0	0
26:10:00	94200	0	0	0	0	0	0	0	0
26:15:00	94500	0	0	0	0	0	0	0	0
26:20:00	94800	0	0	0	0	0	0	0	0
26:25:00	95100	0	0	0	0	0	0	0	0
26:30:00	95400	0	0	0	0	0	0	0	0
26:35:00	95700	0	0	0	0	0	0	0	0
26:40:00	96000	0	0	0	0	0	0	0	0
26:45:00	96300	0	0	0	0	0	0	0	0
26:50:00	96600	0	0	0	0	0	0	0	0
26:55:00	96900	0	0	0	0	0	0	0	0
27:00:00	97200	0	0	0	0	0	0	0	0
27:05:00	97500	0	0	0	0	0	0	0	0
27:10:00	97800	0	0	0	0	0	0	0	0
27:15:00	98100	0	0	0	0	0	0	0	0
27:20:00	98400	0	0	0	0	0	0	0	0
27:25:00	98700	0	0	0	0	0	0	0	0
27:30:00	99000	0	0	0	0	0	0	0	0
27:35:00	99300	0	0	0	0	0	0	0	0
27:40:00	99600	0	0	0	0	0	0	0	0
27:45:00	99900	0	0	0	0	0	0	0	0
27:50:00	100200	0	0	0	0	0	0	0	0
27:55:00	100500	0	0	0	0	0	0	0	0
28:00:00	100800	0	0	0	0	0	0	0	0
28:05:00	101100	0	0	0	0	0	0	0	0
28:10:00	101400	0	0	0	0	0	0	0	0
28:15:00	101700	0	0	0	0	0	0	0	0
28:20:00	102000	0	0	0	0	0	0	0	0
28:25:00	102300	0	0	0	0	0	0	0	0
28:30:00	102600	0	0	0	0	0	0	0	0
28:35:00	102900	0	0	0	0	0	0	0	0
28:40:00	103200	0	0	0	0	0	0	0	0
28:45:00	103500	0	0	0	0	0	0	0	0
28:50:00	103800	0	0	0	0	0	0	0	0
28:55:00	104100	0	0	0	0	0	0	0	0
29:00:00	104400	0	0	0	0	0	0	0	0
29:05:00	104700	0	0	0	0	0	0	0	0
29:10:00	105000	0	0	0	0	0	0	0	0
29:15:00	105300	0	0	0	0	0	0	0	0
29:20:00	105600	0	0	0	0	0	0	0	0
29:25:00	105900	0	0	0	0	0	0	0	0
29:30:00	106200	0	0	0	0	0	0	0	0
29:35:00	106500	0	0	0	0	0	0	0	0
29:40:00	106800	0	0	0	0	0	0	0	0
29:45:00	107100	0	0	0	0	0	0	0	0
29:50:00	107400	0	0	0	0	0	0	0	0
29:55:00	107700	0	0	0	0	0	0	0	0
30:00:00	108000	0	0	0	0	0	0	0	0
30:05:00	108300	0	0	0	0	0	0	0	0
